iter	Logloss
12128	0.1855595551129	0.18468972521130	0.18251700881131	0.18161715691132	0.18057588813133	0.18052487513134	0.17951990113135	0.17829934413136	0.17754762013137	0.17633065613138	0.17567080113139	0.17411031140140	0.17405983141141	0.17304669142142	0.1728605143	0.1781111495
144	0.1774401383
145	0.1759300974
146	0.1746436872
147	0.1736128438
148	0.1717175161
149	0.1710419824
150	0.170391617
151	0.1691512721
152	0.1683623492
153	0.16722152
154	0.1664529359
155	0.1653659066
156	0.1643375061
157	0.1632486721
158	0.1627680318
159	0.161887027
160	0.161704245
161	0.1604762639
162	0.1595633613
163	0.1586545447
164	0.158525876
165	0.1576676236
166	0.1572130162
167	0.1564024576
168	0.1561951391
169	0.1551163721
170	0.1544277369
171	0.1538712955
172	0.152941181
173	0.1521517201
174	0.1512239157
175	0.1503388168
176	0.1497491127
177	0.1483180468
178	0.1472545465
179	0.1467175987
180	0.1459668973
181	0.1452181798
182	0.1441675064
183	0.1439228775
184	0.1429266299
185	0.1427273302
186	0.1419155714
187	0.1410502779
188	0.1401814167
189	0.1392908662
190	0.13878534
191	0.1384395
192	0.1376972298
193	0.1366941202
194	0.1357893568
195	0.1347912329
196	0.1341835829
197	0.1339323137
198	0.1326614699
199	0.1319596846
200	0.1312980345
201	0.1302591817
202	0.1289144163
203	0.1279204225
204	0.1278393967
205	0.1269386289
206	0.1263779567
207	0.1256806962
208	0.1247418575
209	0.1242590758
210	0.1236215209
211	0.1232880401
212	0.1226288273
213	0.122287486
214	0.1214571639
215	0.1205019661
216	0.1195793554
217	0.1190588114
218	0.1184709867
219	0.1178960936
220	0.1175339393
221	0.1170280516
222	0.1166125135
223	0.1156190722
224	0.1145747082
225	0.1145093501
226	0.1141660065
227	0.113985482
228	0.1138074678
229	0.113268954
230	0.1128276853
231	0.1123400013
232	0.1116643288
233	0.1111285609
234	0.1104197578
235	0.1100063182
236	0.109373726
237	0.1090921001
238	0.1087212833
239	0.1086886813
240	0.1083483224
241	0.1078679203
242	0.1071323971
243	0.1064532386
244	0.1060896733
245	0.1056246046
246	0.1053944676
247	0.1049551576
248	0.1042905754
249	0.1042707117
250	0.1041454724
251	0.1037911593
252	0.1035263312
253	0.1035041236
254	0.1029595364
255	0.1023641672
256	0.1014574017
257	0.1006408489
258	0.1002714956
259	0.09939170412
260	0.09885561592
261	0.0988335902
262	0.09855674118
263	0.09770267642
264	0.0971752309
265	0.09663118663
266	0.09551859663
267	0.09504105953
268	0.09471433069
269	0.09416570701
270	0.09382469849
271	0.09307214571
272	0.09254277472
273	0.09170550661
274	0.09150670705
275	0.09101324672
276	0.09061016652
277	0.08996214786
278	0.0895681145
279	0.0893547058
280	0.08888916249
281	0.08854449264
282	0.08812550373
283	0.08763766144
284	0.08734818309
285	0.08680944237
286	0.08627531031
287	0.08550140294
288	0.08516396282
289	0.0850248236
290	0.08469849478
291	0.08413499056
292	0.08400812992
293	0.08350356295
294	0.08336597766
295	0.08310840987
296	0.0825967328
297	0.08238602732
298	0.08226013021
299	0.08189901735
300	0.08138483933
301	0.08108556158
302	0.08073323986
303	0.08053007353
304	0.08006817456
305	0.07984950068
306	0.07963371316
307	0.07911771544
308	0.07869258136
309	0.07857484055
310	0.078012718
311	0.07794387628
312	0.0777052283
313	0.0773058869
314	0.07695020158
315	0.07664036918
316	0.07610779905
317	0.07581183998
318	0.07543246375
319	0.07516535746
320	0.07483051544
321	0.07460015294
322	0.07430598185
323	0.07406212153
324	0.07365289428
325	0.0730860272
326	0.07267073394
327	0.07210352104
328	0.0714594155
329	0.07132149662
330	0.07080736695
331	0.07055655562
332	0.07022257475
333	0.06997814186
334	0.06969432066
335	0.06959784095
336	0.06935664278
337	0.06921932459
338	0.06879807548
339	0.06832073276
340	0.06792164632
341	0.06720872338
342	0.06686122238
343	0.06655151146
344	0.06638425557
345	0.06614561828
346	0.06601135958
347	0.06560994079
348	0.06520736602
349	0.06507211665
350	0.0646676187
351	0.06446579603
352	0.0641345258
353	0.06389292546
354	0.0637044878
355	0.06366291229
356	0.06348960011
357	0.06330846816
358	0.06308073139
359	0.06261411732
360	0.06256904921
361	0.06224643482
362	0.06202242079
363	0.06166333901
364	0.06130345313
365	0.06079440241
366	0.06064830721
367	0.06044482542
368	0.0602313466
369	0.05993520582
370	0.0596901007
371	0.05923314912
372	0.0590684146
373	0.05886121798
374	0.05867256769
375	0.05860157518
376	0.0580773717
377	0.05794455112
378	0.05784456781
379	0.05768186533
380	0.05752386777
381	0.05743865497
382	0.0572269449
383	0.05713281932
384	0.05693581835
385	0.05681138585
386	0.05667658524
387	0.05640752044
388	0.05624906751
389	0.05607180983
390	0.05576066774
391	0.05545318177
392	0.05512881547
393	0.05501842129
394	0.05469377033
395	0.0545215949
396	0.05426036504
397	0.05405704868
398	0.05374393465
399	0.05357077536
400	0.05335666175
401	0.05309328326
402	0.05264565029
403	0.05249238098
404	0.0523113848
405	0.0519836788
406	0.05192544914
407	0.05180767274
408	0.05165781027
409	0.05140002941
410	0.05125545888
411	0.05100930927
412	0.0508664862
413	0.05073620108
414	0.05058440513
415	0.05031490361
416	0.05008209392
417	0.05003805991
418	0.04986291997
419	0.04956048563
420	0.04932882909
421	0.04903897511
422	0.04873674799
423	0.04862678137
424	0.04855373192
425	0.04841079226
426	0.04812814011
427	0.04796928848
428	0.04779260355
429	0.04758643998
430	0.04737314533
431	0.04713897798
432	0.04711016088
433	0.04704263004
434	0.04691202972
435	0.04673472109
436	0.04663337828
437	0.04640133114
438	0.04623300569
439	0.04598244593
440	0.04588731705
441	0.04571558202
442	0.04547842289
443	0.04544647876
444	0.04523743349
445	0.04507933096
446	0.04492517274
447	0.0446103863
448	0.04444001007
449	0.04417743004
450	0.04410052964
451	0.04403898931
452	0.04391904572
453	0.04389666191
454	0.04368277189
455	0.04346798724
456	0.04345658723
457	0.04318558754
458	0.04299931404
459	0.04293165165
460	0.04275711077
461	0.04270114976
462	0.0424700922
463	0.04231835617
464	0.04213258828
465	0.04206826964
466	0.04190773329
467	0.04181452813
468	0.04152256845
469	0.04141456946
470	0.04134450423
471	0.04115243054
472	0.04095417302
473	0.04094523402
474	0.04090134194
475	0.04070927125
476	0.04046722821
477	0.04027581281
478	0.04012822973
479	0.03993659707
480	0.03975980998
481	0.03972999556
482	0.03967526074
483	0.03952200823
484	0.03934854105
485	0.03922836427
486	0.03920062236
487	0.03895102156
488	0.03887392063
489	0.03876808979
490	0.03874276621
491	0.03866654961
492	0.03859684762
493	0.03847212368
494	0.03842219279
495	0.0381817464
496	0.03796999136
497	0.03785762437
498	0.0376918392
499	0.03733662939
500	0.03721748144
501	0.0371285026
502	0.03699347664
503	0.03689306833
504	0.03672143827
505	0.03658151679
506	0.03634587265
507	0.0361829508
508	0.0360921065
509	0.03602907046
510	0.03594677896
511	0.03575576348
512	0.03563325091
513	0.03549189487
514	0.03534292158
515	0.03522261757
516	0.03508208603
517	0.03493960455
518	0.03484948083
519	0.03476951799
520	0.03467071477
521	0.03464329641
522	0.03454802859
523	0.03449567065
524	0.03435218746
525	0.03426096998
526	0.03426087697
527	0.03423189585
528	0.03410337692
529	0.03393947579
530	0.03379534091
531	0.03366399564
532	0.03342131219
533	0.03339308156
534	0.03330503062
535	0.03322697047
536	0.03306050141
537	0.03294856286
538	0.03291218799
539	0.03277597746
540	0.03272394114
541	0.03266675614
542	0.03253287806
543	0.0323958565
544	0.0322682337
545	0.0321420826
546	0.03205616304
547	0.03194323103
548	0.03189722342
549	0.03170010753
550	0.03161521951
551	0.03158511929
552	0.03146449524
553	0.03136748382
554	0.03123775323
555	0.03113179885
556	0.03107560026
557	0.03106616982
558	0.03098776948
559	0.03092777388
560	0.03083186793
561	0.03066783797
562	0.0305654644
563	0.0304901449
564	0.03042168572
565	0.03033777013
566	0.03032674277
567	0.0302358404
568	0.03009568917
569	0.03002307142
570	0.02992659069
571	0.02988000206
572	0.0298733383
573	0.02984188087
574	0.02976569938
575	0.02972252023
576	0.02963127283
577	0.02957376648
578	0.02950898289
579	0.02935557208
580	0.02922314985
581	0.02911670913
582	0.02908208137
583	0.02892849687
584	0.02881801716
585	0.02878025577
586	0.02871092001
587	0.0286606997
588	0.02855336849
589	0.02841417234
590	0.02831271285
591	0.0282365391
592	0.02810911755
593	0.02805417797
594	0.02793612641
595	0.02790069536
596	0.02781052897
597	0.02774723493
598	0.02768318467
599	0.02759717447
600	0.02752040545
601	0.02737482889
602	0.02734657644
603	0.02730982126
604	0.02720121749
605	0.02710040387
606	0.02701770267
607	0.02700222381
608	0.02691478108
609	0.02686879511
610	0.0268686963
611	0.02678594309
612	0.02672315739
613	0.02665675137
614	0.02661703715
615	0.02650604206
616	0.02634068348
617	0.02627029356
618	0.02627020891
619	0.0262702119
620	0.02627018629
621	0.02621473679
622	0.02618142911
623	0.02611399005
624	0.02611032309
625	0.02595448525
626	0.02592788945
627	0.02578939998
628	0.0257191497
629	0.02569027303
630	0.02560421091
631	0.02554707211
632	0.02546186283
633	0.02540108084
634	0.02537230298
635	0.02531274805
636	0.02531193261
637	0.02520317362
638	0.02504904777
639	0.02489245662
640	0.02483413782
641	0.02475545687
642	0.02474598965
643	0.02461362505
644	0.02454458468
645	0.02452562418
646	0.02451115302
647	0.02451026217
648	0.02433667154
649	0.0242671282
650	0.02419006651
651	0.02413822659
652	0.02412743048
653	0.02410017729
654	0.02409943322
655	0.02398664086
656	0.02391144384
657	0.02386168189
658	0.02384977654
659	0.02383872763
660	0.02380384962
661	0.0237539526
662	0.02369657868
663	0.02369420171
664	0.0235697348
665	0.02349101531
666	0.02335113801
667	0.02328817641
668	0.02328815564
669	0.02319598273
670	0.02312055675
671	0.02308597774
672	0.02299978311
673	0.0229287767
674	0.02281614071
675	0.02274509751
676	0.02258763135
677	0.02252518521
678	0.02249765511
679	0.02248054405
506
679	0.02098821943
.02190494581
