,Variable 03,Variable 04,Variable 05,Variable 06,Variable 07,Variable 08,Variable 09,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14,Variable 15,Variable 16,Variable 17,Variable 18,Variable 19,Variable 20,Variable 21,Variable 22,Variable 23,Variable 24,Variable 25,Variable 26,Variable 27,Variable 28,Variable 29,Variable 30,Variable 31,Variable 32,Variable 33,Variable 34,Variable 35,Variable 36,Variable 37,Variable 38,Variable 39,Variable 40,Variable 41,Variable 42,Variable 43,Variable 44,Variable 45,Variable 46,Variable 47,Variable 48,Variable 49,Variable 50,Variable 51,Variable 52,Variable 53,Variable 54,Variable 55,Variable 56,Variable 57,Variable 58,Variable 59,Variable 60,Variable 61,Variable 62,Variable 63,Variable 64,Variable 65,Variable 66,Variable 67,Variable 68,Variable 69,Variable 70,Variable 71,Variable 72,Variable 73,Variable 74,Variable 75,Variable 76,Variable 77,Variable 78,Variable 79,Variable 80,Variable 81,Variable 82,Variable 83,Variable 84,Variable 85,Variable 86,Variable 87,Variable 88,Variable 89,Variable 90,Variable 93,Variable 94,Variable 95,Variable 97,Variable 98,Variable 99,Variable 100,Variable 01_DERECHA,Variable 01_IZQUIERDA,Variable 91_A,Variable 91_B,Variable 91_N,Variable 92_0,Variable 92_A,Variable 92_B,Variable 92_N,Variable 96_AZ,Variable 96_BR,Variable 96_CI,Variable 96_PR,Variable 101_AZ,Variable 101_BR,Variable 101_CI,Variable 101_PR,Variable de Salida
0,0.0,0.0,1.0,-1.0,0.0482934600099813,-0.4000006666666683,0.142857142857137,-0.130905901485559,-0.2857285714286049,-0.1428571428571428,-0.3846153846153846,-0.2210672210672208,0.1754392120674113,0.1382795020037083,0.1000000000000038,0.5238117913724215,0.4951445667202839,0.4500000000000028,0.1428571428571428,0.0,0.0672268907563022,0.0,0.0,0.0,0.2105274238285492,0.1310764116450012,0.2307692307692156,0.0250000000000056,-0.0682177367576287,-0.1428571428571351,-0.32,-0.6666666666666666,-0.5631067961165046,0.0,0.0,0.0,1.391310397001733,1.280083817427374,1.2692346153846237,0.46511627906976,0.5407242265720495,0.780485901253897,-2.5853658536585367,-41.0,-3.8166666666666655,0.0,0.0,0.0,-0.2068965517241365,-0.2105262696214346,-0.1935483870967727,0.1265822784810126,0.125,0.1253918495297805,0.0,-0.9850092962945176,0.6,-0.4079525953884393,0.0,-0.1200565175237086,-0.1666673611105326,0.4169837974761358,0.1428567857142849,0.1300236203326434,0.1428571428571423,0.0963743482475508,0.7142857142857143,0.7661290322580642,0.8333333333333334,-0.3524474137379222,0.5384611242606724,0.3857142306122544,0.2666673333333354,0.5303528859094705,0.0350873684210515,0.0425530511543634,0.0727276495868454,5.517560698482379e-06,-0.1999999999999957,-0.0565136577707992,-0.166664722225457,-0.3805132169046166,0.1071424999999999,0.0682352315570846,0.0357142857142849,2.711933179964201,1.6,1.7,1.0085561497326134,1.8962536023054757,-0.5,0.6666666666666666,13.77777777777778,-0.7562363238512034,11.363636363636363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,0.0,0.0,0.1666666666666666,2.0,0.5791504046579654,0.8666659999999998,0.7142857142857258,0.1963621249577322,-0.428585714285742,-0.3571428571428571,-0.8461538461538461,-0.5717255717255715,-0.7719290243123633,-0.7386167024507906,-0.7333333333333295,-0.8095199546668916,-0.5097100979511512,-0.1999999999999886,-2.2857142857142856,-1.0,-2.5882352941176463,-1.0,-1.0,-1.0,-0.6842088642571688,-0.5184084326536149,-0.1538461538461656,-1.0,-1.1749593097913151,-1.3809523809523874,-0.56,-0.0666666666666666,-0.4951456310679614,-1.0,-1.0,-1.0,-0.608698298688263,-0.6120321576763424,-0.5769230769230782,0.4186093023255788,0.3506800229321396,0.2926822129702097,0.0,0.0,0.0,1.0,1.0,1.0,2.931034482758629,2.973683558402719,2.7096774193548456,-0.759493670886076,-0.775,-0.7586206896551724,-0.6666666666666666,0.1086740259472983,-0.2,-0.3501307418561864,0.615385857989123,0.570622074116731,0.4999987500010389,-0.2285112752310064,0.6428567857142858,0.6264775385208652,0.6071432142857143,0.0,0.1428571428571428,0.2096774193548381,0.1666666666666666,-0.2732393974590686,-0.4615381065091493,-0.5142857836734575,-0.5999999999999991,-0.3729432748978142,0.5964908771929823,0.5815600915446845,0.545454644628117,0.1885074080957383,1.0,0.8854003139717398,0.8333319444467558,-0.0335012589993151,0.5714282142857133,0.5594117599307948,0.5357142857142856,-0.1292303176380722,0.9,0.8,0.4245989304812783,0.3112391930835735,-0.1666666666666666,0.0,0.3333333333333333,0.0528081692195478,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.3333333333333333,-1.0,0.4358279755963805,0.7333326666666645,-0.4285714285714112,-0.9981759079301398,-1.2857285714286049,0.1428571428571428,-0.1538461538461538,0.0457380457380458,0.4210541089617931,0.3811123904806804,0.3999999999999962,0.9523764172551572,0.9514556456259526,0.9000000000000057,-0.4285714285714285,-0.4,-0.3361344537815124,0.0,0.0,0.0,0.631587534671245,0.5640669951307467,0.538461538461525,0.3250000000000028,0.3812204654895417,0.4285714285714324,0.0,-0.4666666666666667,-0.2621359223300972,0.0,0.0,0.0,1.1739181474702118,1.280083817427374,1.2692346153846237,-0.5116232558139413,0.1515855889527554,0.6829300416340496,-2.048780487804878,-18.0,-2.75,0.0,0.0,0.0,0.1724137931034488,0.2105267082178235,0.2258064516129045,-0.050632911392405,-0.05,-0.0438871473354232,0.0,-1.932586428096083,-0.2,-0.4079525953884393,0.3076925443788793,0.2612994793162929,0.1666656944452531,-0.1286555681642256,0.428571071428571,0.4137114950622805,0.392857142857142,-0.816496580927726,0.1428571428571428,0.0806451612903225,0.0,1.69849412477096,-0.4615381065091493,-0.3857142306122519,-0.1999999999999981,4.122950055926782e-06,0.4561400000000002,0.4609928532266977,0.4363640793389234,-0.3885326271625737,0.6000000000000014,0.555729984301409,0.333332777778707,-3.2778828912640428e-12,0.4642853571428572,0.4623531896886111,0.4285717857142857,-1.4832055066677337,0.7,0.5,0.6673796791443829,1.1412103746397697,0.6666666666666666,0.0,-0.6666666666666666,-0.7722830051057622,-0.5454545454545454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,2.0,-175.00000000000372,-2.5,1.0,0.2379064296603542,0.4666659999999988,0.428585714285742,0.3927275226448115,0.2856999999999838,-0.2142857142857142,-0.4615384615384615,-0.2896742896742896,0.0350878424134802,0.0370994690728658,0.0333333333333314,0.1904752834510205,0.2135917072507544,0.2000000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.4736867036142319,0.3784985712783061,0.3076923076922875,0.300002500000005,0.358749117174935,0.4285714285714324,-0.12,-0.6,-0.4174757281553395,0.0,0.0,0.0,1.0434871455962982,0.9647311203319452,0.9230769230769272,0.5581395348837068,0.5226255758486793,0.4878036882836874,-2.0,-28.0,-2.833333333333333,0.0,0.0,0.0,0.1379310344827609,0.2456144198213984,0.2580645161290364,0.050632911392405,0.075,0.0626959247648902,0.0111111111111104,0.1313144480196507,-0.9933333333333336,0.3853971286614348,0.0769231360947211,0.0564977496888794,0.0,-0.3469603773469972,0.3214282142857135,0.2955084133930297,0.2500003571428572,-0.816496580927726,0.4285714285714285,0.4032258064516127,0.3333333333333333,0.498947260717524,-0.6153841420121982,-0.5809524408163137,-0.5999999999999991,-0.824589598898853,0.280701403508772,0.2482267463910205,0.181818214876039,-0.9655726624208858,0.3999999999999986,0.2260596546310782,0.0,-0.23045901454992,0.2857139285714286,0.2505881941868458,0.2142857142857134,-1.4832055066677337,1.1,0.9,0.7283422459893026,1.2622478386167146,-0.5,0.0,0.6666666666666666,-0.8212983223924143,0.5454545454545454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4,0.0,0.0,-0.6666666666666666,1.0,-0.1869423741093016,0.2666659999999983,0.5714285714285888,0.214543954709774,-0.2857285714286049,0.7142857142857143,0.3846153846153846,0.614075614075614,-0.7719290243123633,-0.7757151597199665,-0.7333333333333295,-0.1904705215689463,-0.140776672453158,-0.1499949999999899,-0.4285714285714285,-0.4,-0.3529411764705883,-1.0,-1.0,-1.0,-1.0000052631855825,-0.5184084326536149,0.8461615384615291,-0.875,-0.4165329052969586,0.5714285714285811,-1.0,0.7333333333333333,-0.1359223300970871,-1.0,-1.0,-1.0,-0.608698298688263,-0.4875510373443883,-0.0384615384615363,0.1395348837209333,0.1696842396761256,0.2926822129702097,0.0,0.0,0.0,1.0,1.0,1.0,0.0344827586206877,0.0350881501999638,0.0322596774193581,-0.7088607594936709,-0.65,-0.670846394984326,-0.3333333333333333,-1.1608361862552117,-0.6,0.0700015413883081,-0.6153850887577613,-0.7683615426601516,-0.7500002083331622,-0.1102489141605111,-0.1428575000000012,-0.1607566307865232,-0.1785714285714285,-0.816496580927726,0.1428571428571428,0.0806451612903225,0.0,0.3226567299243857,-0.1538452662728705,-0.2142853979592284,-0.1999999999999981,-0.4558219195634296,-0.1403512280701766,-0.1702129847593246,-0.2181818578512473,-0.0232702307272334,-0.3999999999999986,-0.339089481946624,-0.3333327777787012,-0.0335053680452046,-0.1785714285714286,-0.1994116822837278,-0.2142857142857147,-0.1292303176380722,0.1,0.0,-0.8267379679144397,-0.0806916426512968,1.0,0.6666666666666666,1.0,0.3985412107950402,0.7272727272727273,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1.0,0.0,-0.3333333333333333,0.0199999999999995,-0.3797452540646958,-0.5333340000000012,2.0000000000000404,1.7880986750711532,1.2857000000000245,0.3571428571428571,0.0769230769230769,0.2737352737352738,0.3157905817213423,0.2566298744179882,0.2333333333333295,0.5714258503530888,0.5485416440185651,0.5,0.1428571428571428,0.0,0.0137509549274249,0.0,0.0,0.0,0.2105274238285492,0.0589102834674511,0.0,0.2250000000000014,0.1396468699839365,0.0,0.4,0.2666666666666666,0.3883495145631073,0.0,0.0,0.0,-0.1304353497189179,-0.2468871369294596,-0.2692269230769181,-0.3255813953488267,-0.3099548913823073,-0.3902429506269554,0.0,0.0,0.0,0.0,0.0,0.0,0.6551724137931073,0.6666665204678637,0.6129032258064546,0.0,-0.025,-0.006269592476489,1.0,0.9223141941724924,0.8033333333333331,1.4842813278955955,-0.8461544970419221,-0.8827685112037058,-0.7500002083331622,-0.3469656478185484,-0.4285717857142866,-0.455082892795478,-0.5000000000000007,1.0092452774228278,0.0,0.161290322580645,0.1666666666666666,-0.2732393974590686,-0.0769230177515258,-0.1714286897958993,-0.2666666666666657,-0.3729432748978142,-0.4210529824561414,-0.4397165404154797,-0.5090910016529099,1.2841435585327468,-0.1999999999999957,-0.0753532182103661,0.1666663888893535,8.897808847959926,-0.4285717857142866,-0.2611765719031264,0.4642857142857131,5.932822026670936,0.1,0.4,-0.4406417112299478,0.7780979827089337,-0.4166666666666667,1.3333333333333333,0.6666666666666666,-0.5776805251641137,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1
6,1.0,0.0,-0.3333333333333333,0.0,-0.3763328140587866,-0.4000006666666683,1.0000000000000406,1.2228135219558234,0.9999857142857096,0.4285714285714285,0.2307692307692307,0.3707553707553703,0.3157905817213423,0.2495779092223154,0.2333333333333295,0.5714258503530888,0.5631047480654444,0.5500000000000114,0.0,0.0,0.0168067226890752,0.0,0.0,0.0,0.2105274238285492,0.0795288826810211,0.0,0.25,0.1974322632423679,0.142861904761912,0.44,0.3333333333333333,0.409153952843274,0.0,0.0,0.0,-0.2608663515928314,-0.3838143153526939,-0.3846153846153854,-0.46511627906976,-0.5090500040950287,-0.6341447947687991,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310341,0.5789485572481207,0.5161306451612945,-0.0253164556962025,-0.05,-0.0313479623824451,0.6666666666666666,0.9225731138930024,0.6,-0.471917274945776,-0.3076925443788793,-0.4632769146797058,-0.5000004166663213,10.362108451016091,-0.4285717857142866,-0.2600474179702673,0.4642857142857131,0.0,-0.1428571428571428,-0.2096774193548381,-0.1666666666666666,-0.2732393974590686,0.0769230177515258,-0.0142858551020195,-0.1333333333333328,-0.4558219195634296,-0.3859652631578958,-0.4184399439163094,-0.4727273586777016,0.1885074080957383,-0.6000000000000014,-0.4332810047095766,-0.4999991666680488,-0.3934153646825156,-0.4285717857142866,-0.4641177722491497,-0.5000000000000007,-1.4832055066677337,0.1,-0.1,-0.4310160427807495,0.8126801152737753,-0.25,1.3333333333333333,0.4444444444444444,-0.4799416484318015,0.7272727272727273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,2.0,0.0,1.3333333333333333,1.5,0.5997734071991915,0.8666659999999998,-0.142857142857137,-0.179998478180834,-0.2857285714286049,-0.2142857142857142,-0.4615384615384615,-0.297297297297297,0.2456148968943818,0.1753799828802736,0.1666666666666666,0.5714258503530888,0.4999979638623051,0.4000000000000057,0.4285714285714285,0.4,0.4201680672268905,0.0,0.0,0.0,0.1578955678714156,0.0176730850402054,-0.0769230769230937,0.2750000000000057,0.2311420545746213,0.142861904761912,0.44,0.3333333333333333,0.4174757281553403,0.0,0.0,0.0,-0.1304353497189179,-0.2178412863070566,-0.2307692307692291,-0.3720930232558133,-0.4185510943670095,-0.5365791790751689,0.0,0.0,0.0,0.0,0.0,0.0,-0.0344827586206877,-0.0263157837026799,-0.0322580645161272,-0.1265822784810126,-0.15,-0.1316614420062695,0.3333333333333333,0.6180835225752461,1.4,0.9649685447978144,0.4615388165683216,0.5084748036962858,0.5833320138899868,0.7245986315790235,0.5357142857142859,0.6028369221870156,0.6071432142857143,-0.071140588427796,0.2857142857142857,0.2688172043010759,0.3333333333333333,-0.2732393974590686,-0.4615381065091493,-0.5142857836734575,-0.5999999999999991,-0.0870542402280053,0.5614031578947362,0.5815600915446845,0.545454644628117,-0.4494575257932807,1.200002000000005,1.0172699529042335,0.8333319444467558,0.0750944643557147,0.6071424999999996,0.5788235269204144,0.5714285714285705,-0.2721732816603535,0.9,0.8,0.4181818181818125,0.2881844380403458,-0.5,-0.6666666666666666,0.0,0.5852662290299054,0.7272727272727273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8,1.0,0.0,0.6666666666666666,-2.0,0.8342303090596532,-0.0666673333333349,1.8571571428571936,1.996368179507108,1.5714142857142983,-0.0714285714285714,-0.3076923076923077,-0.1677061677061675,0.2456148968943818,0.259696958045889,0.3333333333333333,0.3809505669020547,0.4417455476747876,0.6500000000000057,0.0,0.2,0.1176470588235292,0.0,0.0,0.0,0.2105274238285492,0.1413857112518302,0.2307692307692156,0.125,0.0722317014446233,0.047619047619045,0.28,0.2666666666666666,0.3009708737864082,0.0,0.0,0.0,0.1304353497189179,0.3340248962655595,0.6153846153846145,-4.930227906976662,-4.011311317335468,-3.512186555642544,-0.975609756097561,0.0,-0.5166666666666669,0.0,0.0,0.0,0.4482758620689658,0.4561402508464341,0.4193548387096819,-0.2784810126582278,-0.275,-0.2633228840125391,0.0,0.0664119047455723,0.6,-0.4079525953884393,0.0769231360947211,-0.035310740448152,-0.0833340972215876,-0.4175765776101952,0.6071424999999996,0.5821512233204165,0.5357142857142856,0.0963743482475508,-0.7142857142857143,-0.7661290322580642,-0.8333333333333334,0.0,-0.0769230177515258,-0.1571429775510014,-0.1999999999999981,0.2817091368186813,0.877192982456141,0.9007091808762125,0.9090910743801948,0.4478838120381959,0.8000000000000043,0.885401255886965,0.8333319444467558,1.5997240681165363,0.7142857142857145,0.7623531955709654,0.8571428571428564,-0.0848259444570887,-0.6,-0.7,0.0288770053475936,-0.2824207492795389,-0.5,-0.6666666666666666,-0.7777777777777778,0.1870167760758571,-0.8181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
9,0.0,0.0,1.8333333333333333,0.0,0.9815339837917482,-0.0666673333333349,1.4285714285714517,1.4236454514108097,0.8571285714285727,-0.3571428571428571,-0.7692307692307693,-0.5336105336105333,-0.6315811634426747,-0.6542970291419766,-0.6999966666666637,-0.3333317460393131,-0.2912615955007731,-0.3499999999999943,-0.5714285714285714,-1.0,-0.8403361344537811,-1.0,-1.0,-1.0,-1.0526371191427308,-0.7967605529672878,-0.2307692307692375,-0.7249999999999943,-0.2648475120385274,0.2857142857142837,-0.52,0.4,-0.1747572815533981,-1.0,-1.0,-1.0,0.0,0.0,0.2692307692307764,-0.2790651162790612,-0.3506766292654413,-0.4878036882836874,0.0,0.0,0.0,1.0,1.0,1.0,3.06896551724139,3.160818605083628,2.9354854838709765,-0.1772151898734177,-0.125,-0.1483803552769071,-0.6666666666666666,-1.045987499742728,0.4,1.409699886690687,-0.0769231360947211,-0.0564969022311198,0.0,-0.3469709182900995,0.7142857142857145,0.6737590312358643,0.6428571428571417,0.2375959724617337,-0.7142857142857143,-0.7795698924731171,-0.8333333333333334,0.9669206447858764,0.0,0.0142857122449004,0.0666666666666676,1.4635547170415042,0.9824557894736848,1.0921985493687445,1.1636369388430794,-0.3885383975629263,1.200002000000005,1.1208795918367305,0.8333319444467558,2.1920368262924708,0.6785710714285708,0.8152942312110859,0.8571428571428564,1.109459591745286,-0.7,-0.7,0.033155080213899,-0.2651296829971181,-0.25,-0.6666666666666666,-0.7777777777777778,0.1385849744711889,-0.9090909090909092,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
