Variable 03,Variable 04,Variable 05,Variable 06,Variable 07,Variable 08,Variable 09,Variable 10,Variable 11,Variable 12,Variable 13,Variable 14,Variable 15,Variable 16,Variable 17,Variable 18,Variable 19,Variable 20,Variable 21,Variable 22,Variable 23,Variable 24,Variable 25,Variable 26,Variable 27,Variable 28,Variable 29,Variable 30,Variable 31,Variable 32,Variable 33,Variable 34,Variable 35,Variable 36,Variable 37,Variable 38,Variable 39,Variable 40,Variable 41,Variable 42,Variable 43,Variable 44,Variable 45,Variable 46,Variable 47,Variable 48,Variable 49,Variable 50,Variable 51,Variable 52,Variable 53,Variable 54,Variable 55,Variable 56,Variable 57,Variable 58,Variable 59,Variable 60,Variable 61,Variable 62,Variable 63,Variable 64,Variable 65,Variable 66,Variable 67,Variable 68,Variable 69,Variable 70,Variable 71,Variable 72,Variable 73,Variable 74,Variable 75,Variable 76,Variable 77,Variable 78,Variable 79,Variable 80,Variable 81,Variable 82,Variable 83,Variable 84,Variable 85,Variable 86,Variable 87,Variable 88,Variable 89,Variable 90,Variable 93,Variable 94,Variable 95,Variable 97,Variable 98,Variable 99,Variable 100,Variable 01_DERECHA,Variable 01_IZQUIERDA,Variable 91_A,Variable 91_B,Variable 91_FDS,Variable 91_N,Variable 92_A,Variable 92_B,Variable 92_FDS,Variable 92_N,Variable 96_AM,Variable 96_AO,Variable 96_AR,Variable 96_AZ,Variable 96_BO,Variable 96_BR,Variable 96_CA,Variable 96_CI,Variable 96_GB,Variable 96_HU,Variable 96_PR,Variable 96_RE,Variable 96_VD,Variable 96_VE,Variable 96_VR,Variable 101_AM,Variable 101_AR,Variable 101_AZ,Variable 101_BR,Variable 101_CA,Variable 101_GB,Variable 101_PR,Variable 101_VB,Variable 101_VD,Variable 101_VE,Variable 101_VR,Variable de Salida
0.10526315789473684,0.21875,0.10204081632653061,0.11224489795918366,0.2538128634040193,0.8951310861423221,0.653333333333336,0.5319499319917647,0.33845999999999776,0.6428571428571428,0.6444444444444444,0.6443418013856812,0.42647027465420884,0.4285715474539096,0.4342111842105272,0.5071428571428562,0.5193253324437581,0.5374149659863949,0.1320754716981132,0.21818181818181817,0.17407407407407408,1.0,1.0,1.0,0.45714214285714405,0.42807431228835924,0.40909090909091006,0.6449275362318829,0.6140352313532684,0.602740410958905,0.72,0.79,0.7583333333333333,1.0,1.0,1.0,0.41414141414141437,0.3987568029523265,0.4000004081632662,0.4711538461538458,0.4479433737716425,0.42295081967213033,0.5,0.8300000000000001,0.672,0.0,0.0,0.0,0.4900992574257428,0.4892918451400341,0.48768497536945876,0.38,0.38,0.38,0.22222222222222232,0.8644838074789764,0.19292604501607724,0.023742322084163065,0.7743190661478598,0.7738927618664684,0.7407407407407407,0.03584325024133402,0.5814814814814814,0.5762340057017001,0.5559440909090908,0.08440783099832763,0.7682926829268293,0.7733333333333333,0.783132530120482,0.1127913715278091,0.7961538461538462,0.8099999999999999,0.7794117647058824,0.1261939048874456,0.5666666666666667,0.5756026442658876,0.5734767025089607,0.06842966642783799,0.47368414127422875,0.3392580939492458,0.28985507246376807,0.09122902037176847,0.3870967741935484,0.27602289590841644,0.2547770700636943,0.03535533905932738,0.32203389830508466,0.3275862068965517,0.05368128596943838,0.0,0.0,9.902460761499233e-05,0.048863585421616534,0.03246191666269433,0.001412096963991528,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.1875,0.18367346938775508,0.12244897959183673,0.2704120745684686,0.8838951310861424,0.6266680000000022,0.4964733431756514,0.30769230769231015,0.6428571428571428,0.6666666666666666,0.6605080831408776,0.6617642192910154,0.632454930834621,0.6184210526315788,0.9071428571428584,0.8861559461591035,0.8571428571428559,0.5660377358490566,0.6,0.587037037037037,1.0,1.0,1.0,0.6571421428571416,0.6158434817549789,0.5779220779220786,0.9057971014492754,0.8574771930606584,0.8287671232876708,0.65,0.7000000000000001,0.68,1.0,1.0,1.0,0.4797979797979801,0.4285079548394357,0.3959183673469395,0.8653846153846159,0.8181233699387365,0.7704918032786878,1.0,1.0,1.0,0.0,0.0,0.0,0.3168319306930689,0.3212521210873156,0.32512315270935943,0.5,0.51,0.505,0.2777777777777777,0.709129734649583,0.24554223911137085,0.06130210550944407,0.828793813229572,0.8313908378960243,0.7962962962962963,0.06843890011116073,0.6037037407407407,0.6023766032689525,0.5839160839160839,0.0,0.7439024390243902,0.7393939393939394,0.7349397590361446,0.5812658421841331,0.7192307692307692,0.7507692461538462,0.7830882720588236,0.05151826099954517,0.5888889259259259,0.5858290796201608,0.5806451612903226,0.058894702973658924,0.46052637638504956,0.33539414483443997,0.27536231884058004,0.03724427782792545,0.4086021505376345,0.29828285456858195,0.2611465605095543,0.03535533905932738,0.30508474576271183,0.31034482758620696,0.9871006152014288,0.7488846398980242,0.06896551724137931,9.902460761499233e-05,0.0476980320078899,0.06099462713399478,0.00023534949399858784,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.1875,0.18367346938775508,0.12244897959183673,0.5125984578499043,0.9550561797752809,0.2933346666666701,0.27970601080602364,0.30769230769231015,0.47619047619047616,0.7777777777777778,0.6256560990972077,0.676470090830815,0.6518723899143293,0.631579605263159,0.8499999999999996,0.849102406311081,0.8095238095238084,0.49056603773584906,0.509090909090909,0.4983164983164983,1.0,1.0,1.0,0.6285707142857131,0.6237986018132204,0.6168831168831161,0.891304347826086,0.8685047645625161,0.8630136986301373,0.61,0.77,0.6942857142857143,1.0,1.0,1.0,0.43434393939393967,0.38809952148316906,0.3510204081632651,0.8333333333333339,0.7847043425069851,0.7311475409836055,1.0,1.0,1.0,0.0,0.0,0.0,0.3910893564356437,0.392916103789128,0.39408866995073843,0.22,0.22,0.22,0.44537037037037086,0.9916198363403331,0.3510669394913766,0.11345087522719187,0.8404669260700389,0.84628333313209,0.8185185185185185,0.0840595051470428,0.725925925925926,0.7312614192754897,0.7062937062937061,0.0411868042143477,0.7317073170731707,0.7373737373737373,0.7349397590361446,0.054392829322586066,0.8346153846153846,0.8384615461538462,0.8051470588235294,0.020207380948191717,0.7296296296296295,0.7202337545653763,0.7096774551971328,0.02498698127005388,0.5657894165512394,0.4420401682238073,0.36231884057971,0.0456145101863404,0.5967741935483871,0.5240619291922831,0.49044585987261147,0.0,0.288135593220339,0.27586206896551724,0.561619368922405,0.01975780752071383,0.3563218390804598,0.00019804921522998466,0.04967050701573497,0.07795082023030458,0.00254177453518475,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15789473684210525,0.1875,0.18367346938775508,0.11224489795918366,0.27745754160986813,0.8614232209737828,0.6666666666666679,0.5988306045162979,0.3846153846153868,0.6428571428571428,0.6888888888888889,0.6529498215410455,0.6691178903544923,0.6359224751894992,0.6118421052631575,0.8857142857142861,0.8643709160666955,0.8231292517006796,0.4528301886792453,0.45454545454545453,0.4518518518518518,1.0,1.0,1.0,0.6357135714285729,0.5880014564797804,0.5389610389610393,0.8768123188405799,0.8163749278069972,0.7739732876712342,0.7000000000000001,0.72,0.7085714285714286,1.0,1.0,1.0,0.5101015151515158,0.44849030208789475,0.4081632653061229,0.8397435897435903,0.7892030577381819,0.7344262295081956,1.0,1.0,1.0,0.0,0.0,0.0,0.36138613861386126,0.36449771416804033,0.364532266009852,0.38,0.38,0.38,0.3333333333333335,0.9629629629629629,0.2806197018415668,0.0530894461244141,0.9027237354085603,0.9052058989089992,0.8666666666666666,0.04007399708318507,0.5814814814814814,0.5776965358528653,0.5559440909090908,0.1150284841369731,0.6097560975609756,0.6254545454545455,0.6385542168674699,0.07091938502029477,0.8769231153846155,0.8838461615384615,0.849264705882353,0.0869143509671157,0.5925925925925926,0.5960555222790358,0.5913978494623657,0.04367761174182394,0.8026315529778358,0.7333848449268885,0.63768115942029,0.030409673457256155,0.4032258064516129,0.28874284502862013,0.2547770700636943,0.03535533905932738,0.10169491525423724,0.10344827586206895,0.6422901369319306,0.0012746972594008922,0.011494252873563218,9.902460761499233e-05,0.9039315013224548,0.03246191666269433,0.8993174864674042,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.1875,0.2040816326530612,0.1020408163265306,0.258242612087938,0.8951310861423221,0.5733333333333341,0.4239907269786549,0.24615230769230578,0.9523809523809523,0.9777777777777779,0.9741759395339072,0.6838230266007148,0.6480896394719551,0.6184210526315788,0.8857142857142861,0.8752954665032284,0.8367353741496597,0.5094339622641509,0.509090909090909,0.5084175084175083,1.0,1.0,1.0,0.6785714285714288,0.6228046344111302,0.571428571428573,0.9057971014492754,0.8514621540596519,0.8219178082191778,0.64,0.66,0.6528571428571429,1.0,1.0,1.0,0.5404040404040407,0.47424507333525145,0.43265306122448965,0.8910256410256423,0.8406169460947241,0.7868852459016393,0.8300000000000001,1.0,0.878,0.0,0.0,0.0,0.33663366336633604,0.33855037067545357,0.3399017241379312,0.49,0.5,0.4925,0.4444444444444442,0.9483716191790724,0.3332358959368604,0.11008861860285558,0.8171206225680934,0.8212898085269649,0.7962962962962963,0.0456910879102205,0.5851851851851851,0.5828153657877937,0.5629370629370629,0.05525789639955376,0.7926829268292683,0.7927272727272728,0.7951807228915663,0.0297921795862109,0.8038461538461539,0.8061538461538462,0.7720588235294118,0.07144316606119927,0.5888889259259259,0.5880204674945215,0.5842294265232977,0.06451610822061023,0.47368414127422875,0.3431220817039282,0.28985507246376807,0.06119837798599844,0.4032258064516129,0.2963748399406404,0.26751592356687903,0.0,0.40677966101694907,0.39655172413793094,0.4481047826949791,0.19694072657743786,0.0,0.00014853691142248848,0.04801183485004707,0.07165183283508911,0.0007531183807954816,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.1875,0.3261224489795918,0.1020408163265306,0.36529723031722416,0.8876404494382023,0.6800000000000033,0.5935690717269182,0.3846153846153868,0.38095238095238093,0.4222222222222222,0.39030023094688215,0.3161762381057063,0.34396671068653717,0.375,0.25714285714285623,0.2775825525240663,0.29251768707483095,0.05660377358490566,0.16363636363636364,0.11481481481481481,0.0,0.0,0.0,0.3857135714285729,0.3897912540845372,0.39610389610389696,0.3985507246376816,0.3871344765226823,0.3835616438356162,0.16,0.31,0.23500000000000001,0.0,0.0,0.0,0.4999999999999991,0.45404092326457146,0.42040857142857213,0.8269230769230775,0.7924164257604671,0.7508196721311462,0.72,0.84,0.7725,1.0,1.0,1.0,0.46534678217821757,0.46622751235585014,0.46798029556650267,0.29,0.3,0.2933333333333333,0.11111111111111116,0.7674044114893457,0.3154048523823443,0.06922014861387014,0.8443579766536965,0.8477078423044624,0.8148148148148148,0.02194932242518969,0.6481481481481481,0.6413162647046045,0.6153846153846153,0.0,0.6707317073170732,0.6666666666666666,0.6626506024096386,0.11279142398929337,0.8615384615384616,0.8753846307692308,0.8419117647058824,0.14145045420660973,0.6518518518518519,0.647918195763331,0.6559140143369178,0.02498698127005388,0.4999999342105177,0.36476041313015184,0.28985507246376807,0.08734521652277916,0.4677419354838709,0.38414247615009545,0.35668796178343964,0.0316227766016838,0.23728813559322026,0.2413793103448275,0.7523318118674341,0.11918419375398343,0.06896551724137931,0.00014853691142248848,0.04872909848926346,0.1930554515182262,0.0012238173687926573,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.1875,0.10204081632653061,0.12244897959183673,0.36117247388209006,0.902621722846442,0.653333333333336,0.5580909891361117,0.3846153846153868,0.5,0.5555555555555556,0.535796766743649,0.6249995404415145,0.6088767110520035,0.5986848684210528,0.75,0.7364721899879001,0.7210884353741491,0.3773584905660377,0.41818181818181815,0.39629629629629626,1.0,1.0,1.0,0.5499992857142857,0.5034803194504072,0.4675331168831178,0.77536231884058,0.7472012775408139,0.7465753424657535,0.56,0.67,0.6371428571428571,1.0,1.0,1.0,0.3080813131313134,0.28863241219960756,0.2734693877551031,0.5352564102564106,0.5241002762339688,0.49836065573770405,1.0,1.0,1.0,0.0,0.0,0.0,0.3910893564356437,0.4163921540362452,0.44334975369458096,0.25,0.3,0.2775,0.2777777777777777,0.6433172302737519,0.19292604501607724,0.029078287207506034,0.8560311284046693,0.8562548429486426,0.8185185185185185,0.02194932242518969,0.6481481481481481,0.6420475261238799,0.6153846153846153,0.0,0.8536585365853658,0.8484848484848485,0.8433734939759037,0.0297921795862109,0.8846153846153847,0.8869230769230769,0.849264705882353,0.12538233714003982,0.6333333333333333,0.6420745142439738,0.6379928673835127,0.061205354324112386,0.4999999342105177,0.39567231516761403,0.31884057971014457,0.031160642672541202,0.4838709677419355,0.3854144583421667,0.35031847133757965,0.0,0.5254237288135594,0.5172413793103449,0.32258384600119067,0.2447418738049713,0.011494252873563218,9.902460761499233e-05,0.048280808714753216,0.05097072503047348,0.0008001882795951988,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.15625,0.14285714285714285,0.11224489795918366,0.8452493498075302,0.9363295880149813,0.7333333333333343,0.6589204075349322,0.4461523076923086,0.40476190476190466,0.4444444444444445,0.4249422632794456,0.6323532115049915,0.6088767110520035,0.5986848684210528,0.8642857142857139,0.8594518721397133,0.8367353741496597,0.5094339622641509,0.6,0.5888888888888889,1.0,1.0,1.0,0.6499992857142853,0.6067285839061967,0.5649357142857152,0.9057971014492754,0.8502929474369445,0.808219863013699,0.6,0.64,0.6216666666666667,1.0,1.0,1.0,0.5202020202020199,0.4626998700977021,0.43265306122448965,0.8557692307692308,0.817480760601641,0.7770491803278681,0.73,0.8200000000000001,0.79,0.0,0.0,0.0,0.37623762376237657,0.37685337726524004,0.3793103448275863,0.22,0.22,0.22,0.22222222222222232,0.8745750581499376,0.2104647763811751,0.1100885930011043,0.8754863813229572,0.8873348813156972,0.8518518518518519,0.0830987935367139,0.9296296296296296,0.9272394796413209,0.895104895104895,0.10088665446106365,0.8292682926829269,0.8363636363636363,0.8433734939759037,0.048650425541051964,0.8653846153846154,0.8707692307692309,0.8345588235294118,0.14072674570448696,0.8777777777777777,0.8845872972972975,0.8781362007168461,0.03724820620650689,0.6578948234072137,0.5595054346060415,0.4782608695652173,0.16198682447554477,0.8548387096774192,0.8436506253974986,0.840764331210191,0.17677669529663692,0.559322033898305,0.6551724137931035,0.36108354832307993,0.049713193116634795,0.14942528735632182,0.00014853691142248848,0.047742860985340925,0.08072918440030234,0.00023534949399858784,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15789473684210525,0.1875,0.18367346938775508,0.11224489795918366,0.353892921980131,0.8726592134831461,0.7866666666666688,0.7224063921938679,0.4769215384615393,0.5238095238095237,0.5333333333333333,0.5242494226327944,0.647058347751214,0.6178916883720493,0.5921052631578956,0.8214285714285712,0.8088546163840746,0.7687081632653054,0.5471698113207547,0.5636363636363636,0.5518518518518518,1.0,1.0,1.0,0.6357135714285729,0.5929731827840179,0.5454545454545467,0.8478260869565215,0.7963240960490747,0.7602739726027394,0.64,0.67,0.6514285714285714,1.0,1.0,1.0,0.5202020202020199,0.4584813091934885,0.41632653061224634,0.8782054487179494,0.8285670570137604,0.7770491803278681,1.0,1.0,1.0,0.0,0.0,0.0,0.4059405940594054,0.405271828665569,0.4039408866995071,0.48,0.48,0.48,0.2777777777777777,0.9526360008401594,0.2630809704764687,0.11008861860285558,0.7976653696498055,0.8018647894038106,0.7777777777777777,0.08212680527905904,0.6,0.5989031096992403,0.5804195804195804,0.05525789639955376,0.7926829268292683,0.795151515151515,0.7951807228915663,0.038461730769519205,0.8500000000000001,0.8538461615384616,0.8198529779411765,0.2755889993004632,0.6407407777777778,0.6435354492330169,0.6702508960573478,0.07213120181279725,0.4999999342105177,0.38948996567202343,0.3333333333333335,0.11296692307450841,0.4301075268817204,0.34089463642145457,0.3184713375796179,0.1161895003862225,0.40677966101694907,0.4482758620689654,0.20093272474697357,0.0025493945188017845,0.04597701149425287,9.902460761499233e-05,0.0476980320078899,0.06683736355031358,0.00018827959519887062,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05263157894736842,0.234375,0.346938775510204,0.12244897959183673,0.4501276094680329,0.8876404494382023,0.8800000000000026,0.8157682441757323,0.5384615384615401,0.4285714285714285,0.4444444444444445,0.43879907621247105,0.49264669658331073,0.5166435124874802,0.526315789473685,0.75,0.7765283361540174,0.7482993197278898,0.0,0.21818181818181817,0.0962962962962963,0.0,0.0,0.0,0.7857142857142865,0.7865430642061408,0.75974090909091,0.7971014492753632,0.7719298881707299,0.7465753424657535,0.12,0.26,0.17166666666666672,0.0,0.0,0.0,0.949494949494949,0.8559057854435359,0.7918367346938782,0.625,0.6638817048691141,0.7016393442622944,0.0,0.0,0.0,1.0,1.0,1.0,0.7128715346534653,0.721581630971996,0.7290640394088665,0.48,0.51,0.4966666666666667,0.11111111111111116,0.610755345841291,0.3507746273019583,0.04441781740268747,0.8326848249027237,0.8360528230605622,0.8,0.1154514885984147,0.6666666666666666,0.6705667214756241,0.6538461538461537,0.05525789639955376,0.8048780487804879,0.8072727272727273,0.8072289156626506,0.0,0.8692307692307694,0.8692307692307694,0.8308823529411765,0.09585106550381331,0.711111111111111,0.7067202337472609,0.6989247311827957,0.12903189386067937,0.5263158587257712,0.42040191407733873,0.36231884057971,0.21068413452268814,0.5268817741935484,0.4541022153911386,0.43949044585987285,0.05000000000000001,0.38983050847457623,0.39655172413793094,0.49622941059734066,0.01912045889101338,0.3448275862068966,9.902460761499233e-05,0.047922176895145024,0.07372879624648448,0.00032948929159802316,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
