iter	Logloss
520	0.1105984095
521	0.1102290358
522	0.1099117135
523	0.1097486058
524	0.109581923
525	0.1092173302
526	0.1091145253
527	0.1089141876
528	0.1086512443
529	0.1082369727
530	0.1078735223
531	0.1077762484
532	0.1077210705
533	0.1076139653
534	0.1074575591
535	0.1073744727
536	0.1070318313
537	0.1067954321
538	0.1067847546
539	0.1064809674
540	0.1063225655
541	0.1060132408
542	0.1057751415
543	0.1055412882
544	0.1054759062
545	0.105110262
546	0.1049679013
547	0.1047698062
548	0.1047199139
549	0.1045368473
550	0.1044427505
551	0.1041868883
552	0.1039105418
553	0.1036695828
554	0.1033839037
555	0.1031179031
556	0.102814448
557	0.1024120228
558	0.1021318864
559	0.1018085947
560	0.1017589221
561	0.1015488946
562	0.101540195
563	0.1013254266
564	0.1010699737
565	0.1010427988
566	0.1006325564
567	0.1004722019
568	0.1002367644
569	0.1001562395
570	0.1000356297
571	0.09989359967
572	0.09974374222
573	0.09960050521
574	0.09952734375
575	0.09909806201
576	0.09900940151
577	0.09885774331
578	0.09869734948
579	0.09838822407
580	0.09811651892
581	0.09809160688
582	0.09801658751
583	0.09783988997
584	0.09761451907
585	0.09748355886
586	0.09726185425
587	0.0970764283
588	0.09683676428
589	0.09656670771
590	0.09634855486
591	0.09629321232
592	0.09597804228
593	0.0959612972
594	0.0957906636
595	0.09552163105
596	0.09524985656
597	0.09518802951
598	0.09497184434
599	0.09484288957
600	0.09454322223
601	0.09427399034
602	0.09421255325
603	0.09396124391
604	0.09377533895
605	0.09346948422
606	0.09346471605
607	0.0934531064
608	0.09327677573
609	0.09303057736
610	0.09270334333
611	0.09256642181
612	0.09241380747
613	0.09217866513
614	0.09188896293
615	0.0918357131
616	0.09158574819
617	0.09146271806
618	0.09123489402
619	0.09092081596
620	0.09063988913
621	0.09058898545
622	0.09034750334
623	0.09016777834
624	0.09009775837
625	0.08988035808
626	0.08957656376
627	0.08940435075
628	0.08935467914
629	0.08912170758
630	0.08887973853
631	0.08865067757
632	0.08857775448
633	0.08836815785
634	0.08821259559
635	0.08810766616
636	0.08790366099
637	0.08760346738
638	0.08747352168
639	0.08746259673
640	0.08728977174
641	0.08712749572
642	0.0869775073
643	0.08666732231
644	0.0864134667
645	0.08632613596
646	0.0861365858
647	0.08601113097
648	0.08590156522
649	0.08573552167
650	0.08569134017
651	0.08549398279
652	0.08548775617
653	0.0852509602
654	0.08524487981
655	0.08511174515
656	0.08510310304
657	0.08495652589
658	0.08472107077
659	0.08464451696
660	0.0845853205
661	0.08444093732
662	0.08427225377
663	0.08416271834
664	0.08413810352
665	0.08399626759
666	0.08395168347
667	0.08394765101
668	0.08372363315
669	0.08371455967
670	0.0836553532
671	0.08360934579
672	0.0834263922
673	0.08323085509
674	0.0829495275
675	0.08288149761
676	0.08262172727
677	0.08261361113
678	0.08241536368
677	0.08053094193
678	0.08047375001
679	0.08032229733
680	0.08020301749
681	0.079884618696682	0.07978709182685	0.08146750612
686	0.08134737467
687	0.08117493864
688	0.0811549841
689	0.08103712378
690	0.08092602806
691	0.08068427271
692	0.08047192413
693	0.08046877927
694	0.08030880907
695	0.08021318405
696	0.08005961068
697	0.07988455874
698	0.0798374652
699	0.07969389243
700	0.07951278843
701	0.07950702477
702	0.07937150752
703	0.07926226871
704	0.07900482113
705	0.07877277649
706	0.0786634299
707	0.07861522625
708	0.07841972806
709	0.07825751476
710	0.07808253336
711	0.07783947817
712	0.07780734977
713	0.07756532633
714	0.07739095838
715	0.07724588397
716	0.07694084511
717	0.07673290636
718	0.07659448132
719	0.07658817237
720	0.07658449479
3
719	0.07349920233
720	0.07329434389
